,index,local_e,adsorbate_e,slab_e,effective_coord,center_coord,sites,band_gap,formation_eng,density,space_group_no,Miller_index,Sum_atomic_adsorbate,num_adsorbates,mean_atomic_bulk,Eads
1317,530867,1.8768115693853096,2.465,1.885,0.0,0.0,0.0,0.2095000000000002,-0.2356695200000018,7.998560893480224,118.0,101.0,18.0,6.0,47.75,-1.088581110000007
1321,1448411,1.6240341286157889,2.6133333333333333,1.7342222222222223,4.0,1.0,1.0,0.1687000000000003,-1.0303039755,4.19255051621283,13.0,221.0,10.0,3.0,27.799999237060547,0.6936136100000567
1342,662077,2.505952935794997,2.518,2.5085714285714285,1.0,1.0,1.0,1.2237999999999998,-0.7016720887499983,6.288228057126069,11.0,111.0,17.0,5.0,49.0,-2.1245074099999783
1351,2234972,2.164479759587128,2.8200000000000003,2.175,1.0,1.0,1.0,0.0,-0.1977514285156303,7.734596029511877,160.0,111.0,9.0,2.0,61.5,1.813104190000004
1361,1055381,1.5231149010274934,2.55,1.532,6.0,1.0,1.0,0.0,-0.5829048933333331,3.925137553104289,227.0,100.0,6.0,1.0,21.66666603088379,0.4633186399999829
1369,1055432,1.8382917013093183,2.8200000000000003,1.905,9.0,2.0,2.0,0.0,-0.952338587399997,10.976451272663605,39.0,11.0,9.0,2.0,50.20000076293945,-1.4300868099999209
1377,1841884,1.1290158885961188,2.55,1.2025,2.0,2.0,2.0,0.0,-0.3516538397844835,4.221457685402471,225.0,100.0,6.0,1.0,29.0,2.4054480199999944
1378,1579742,1.7969280655131732,2.518,1.802857142857143,0.0,0.0,0.0,0.0,-0.4900644316666659,7.148100740005991,164.0,221.0,17.0,5.0,23.0,-1.82002719999997
1392,924460,2.0027481119701487,2.6133333333333333,2.005,0.0,0.0,0.0,0.0,-0.1904162125000006,7.170043885917813,166.0,101.0,10.0,3.0,40.0,-0.1649977199999739
1416,2104233,2.113733495698198,2.8200000000000003,2.31,6.0,2.0,2.0,0.0,-0.7453831289999997,4.403590910704745,25.0,12.0,9.0,2.0,16.600000381469727,-0.9327903900000364
1418,1448887,1.3292394911384111,2.5975,1.45,8.0,1.0,1.0,0.0,-0.6051122849999988,5.911118584617216,63.0,210.0,16.0,4.0,42.0,-1.7447360299999843
1421,1317833,2.4938200425047627,2.2,2.4966666666666666,0.0,0.0,0.0,0.0830000000000001,-0.6212915933333338,6.308631364822356,140.0,112.0,1.0,1.0,38.0,1.594479210000003
1425,1973225,1.2845232578665131,2.2875,1.325,0.0,0.0,0.0,0.0,-0.2400729299999999,3.483542092521346,51.0,11.0,9.0,4.0,25.0,-2.184634740000007
1426,2104300,1.8606802846843105,2.55,2.069444444444444,1.0,1.0,1.0,0.0,-0.5929674193945296,3.6779739734584,5.0,120.0,6.0,1.0,30.25,1.784126340000029
1429,2104317,1.9102383591856853,2.55,1.92,7.0,1.0,1.0,0.2095000000000002,-0.2356695200000018,7.998560893480224,118.0,110.0,6.0,1.0,47.75,0.5167813000000194
1432,1973277,1.59277374271415,2.518,1.74,5.0,1.0,1.0,0.0,-0.4612871666666649,12.985374344010706,227.0,210.0,17.0,5.0,55.66666793823242,-1.0184508199999982
1448,2235521,1.7281240740115895,2.518,1.7687499999999998,8.0,1.0,1.0,0.0,-0.6129251225000019,10.897672236796108,63.0,111.0,17.0,5.0,61.5,-1.4004250099999922
1450,1318026,1.2845232578665131,2.2875,1.325,2.0,1.0,1.0,0.0,-0.2400729299999999,3.483542092521346,51.0,21.0,9.0,4.0,25.0,-1.182800390000004
1457,1711262,2.0065965521626405,2.465,2.036666666666666,0.0,0.0,0.0,0.0,-0.3561565484375014,5.689152942585251,58.0,21.0,18.0,6.0,44.0,-1.479437750000045
1467,1187009,1.2015701668062944,2.2875,1.4066666666666667,0.0,0.0,0.0,2.3201,-1.2475660384375,1.79720207513612,225.0,221.0,9.0,4.0,18.0,-1.919112460000008
1469,2104516,1.2966382569741717,2.518,1.393333333333333,0.0,0.0,0.0,0.0,-1.3023263253124997,3.3329152574199283,193.0,211.0,17.0,5.0,24.875,-1.4402398300000243
1470,1842381,1.7833965080307344,2.518,1.8875,6.0,1.0,1.0,0.0,-0.3734679883333343,9.203370342712624,191.0,212.0,17.0,5.0,44.66666793823242,-0.7621464399999809
1471,1187033,1.1299625881076272,2.518,1.185,0.0,0.0,0.0,0.0,-0.0819985799999987,2.59138588872226,225.0,221.0,17.0,5.0,20.5,-2.5815704800000105
1482,1842457,1.782286392040046,2.518,1.93,0.0,0.0,0.0,0.0,-1.2558098487684728,3.0154711018349465,6.0,100.0,17.0,5.0,17.285715103149414,-0.5938560899999743
1514,1580426,2.0844868575515214,2.2,2.0846153846153848,1.0,1.0,1.0,0.0,-0.342859593999998,5.914219048641755,12.0,210.0,1.0,1.0,51.59999847412109,0.4734705900000051
1518,1449379,2.227319400988271,3.44,2.273333333333333,6.0,2.0,2.0,0.0,-0.9450204014285708,3.899736234008016,12.0,199.0,8.0,1.0,19.428571701049805,0.2800737300000264
1523,1187257,1.4346677795273983,2.6133333333333333,1.5033333333333334,1.0,1.0,1.0,0.0,-0.1006025679166668,7.741664101646877,225.0,111.0,10.0,3.0,55.75,-0.0862468299999932
1533,531934,2.486063881328372,2.465,2.49,0.0,0.0,0.0,1.2576,-0.8999330885416654,4.892590883709115,156.0,212.0,18.0,6.0,32.66666793823242,-1.6137475199999471
1547,1711658,1.3922135019201218,2.2,1.5779999999999998,0.0,0.0,0.0,0.4942,-1.000117890781251,3.3625030251332784,194.0,100.0,1.0,1.0,22.5,0.020081189999999
1559,663140,1.776157625984054,2.6133333333333333,1.804,0.0,0.0,0.0,0.0,-0.8354517870833362,11.023991015550711,225.0,221.0,10.0,3.0,41.0,-0.0875059999999621
1560,794215,1.7162125215471826,2.2875,1.7295652173913043,1.0,1.0,1.0,0.0,-0.2980533977380933,4.284325750995862,15.0,111.0,9.0,4.0,18.5238094329834,-2.1020417099999804
1561,663143,2.2,2.55,2.2,4.0,1.0,1.0,0.0,-0.4948934719940467,9.89862845749449,62.0,101.0,6.0,1.0,38.25,1.409965790000001
