Local electronegativity,Adsorbate electronegativity,Catalyst electronegativtiy,Effective coordination number,Center atom coordination number,Site type,Band gap,Formation energy,Density,Space Group,Miller Index,Sum of adsorbate atomic numbers,Number of adsorbate atoms,mean_atomic_bulk,Eads
2.3076691654511,2.5975,2.32285714285714,0,0,0,0.3769,-0.689239791406252,7.16434493318531,166,211,16,4,53.5999984741211,0.246672079999996
1.92886951232148,2.2875,1.975,3,1,1,0,-0.650163756666667,12.6342576353357,65,110,9,4,50.3333320617676,-1.83737256999996
1.90804203884465,2.61333333333333,2.02473684210526,7,1,1,1.2348,-2.166439971875,4.36981018194289,62,111,10,3,24.75,-0.701991459999931
1.30670397176399,2.518,1.41172413793103,0,0,0,0.8472,-0.663863735,2.8258433739267,72,221,17,5,18.6666660308838,-1.20683861999999
2.16194043896821,2.465,2.16444444444444,0,0,0,0.6236,-0.162843115555549,5.72605974827956,156,212,18,6,55.7777786254883,-0.143481610000038
1.75788859774333,3.44,1.86368421052632,2,2,2,1.6551,-0.543164580686273,2.85843115071039,14,119,8,1,19.0588226318359,0.302308649999986
0.93,2.27,0.93,0,0,0,0,-0.175832273333333,3.04876609267753,20,110,10,5,23.6666660308838,-2.80487863
1.80949784629468,2.27,1.825,0,0,0,0,-0.661750723750002,7.20841697221353,225,210,10,5,24.25,-2.71040860000005
1.23758940278492,2.2875,1.43333333333333,3,1,1,2.4134,-1.27705750927084,3.44043263194776,129,110,9,4,27.3333339691162,-0.715050250000019
1.42765542061101,2.518,1.685,3,1,1,2.0948,-1.1315585434375,4.06293933572594,194,100,17,5,42,-2.11079304000002
2.27921368118991,2.5975,2.31142857142857,3,1,1,1.0256,-0.691220600138893,8.52981159618254,164,221,16,4,47.5,0.236156909999977
1.82829229829345,2.55,1.8675,12.6666666666667,3,3,0,-0.658338614687499,6.12275217254164,121,1,6,1,21.25,0.435977569999977
2.40299752799724,2.5975,2.412,0,0,0,0,-0.773410464687501,5.69321908450092,11,109,16,4,26.3999996185303,0.440601130000005
2.23110775242488,2.5975,2.232,0,0,0,0,0.0069308079999984,13.4139718167668,166,98,16,4,51.5999984741211,-0.19149372000004
1.83415564493009,2.61333333333333,1.8375,0,0,0,0,-0.0328878799999993,8.78499533884352,164,102,10,3,29.3333339691162,-0.023748089999998
2.4470650184822,2.31666666666667,2.68,2,2,2,5.3533,-2.64543197833333,2.14705617073901,136,112,8,3,18,0.694879629999988
1.56814635113564,2.31666666666667,1.61333333333333,5.5,2,2,0,-1.13677742625,6.72641652957134,194,111,8,3,36.5,-1.87688609000003
1.8079879557764,2.5975,1.83333333333333,3,1,1,0,-0.989689963333329,8.06122201951167,225,100,16,4,34.6666679382324,-1.33581834999998
1.76090885624441,2.82,1.82,6,1,1,0,-0.903303350555558,10.0945335187109,189,100,9,2,49.3333320617676,-0.0221534100001008
2.31385482177553,2.82,2.33,1,1,1,1.0432,-0.23692071328125,8.30771838166024,154,192,9,2,57,2.02326722999999
1.08891864580793,2.518,1.2525,0,0,0,1.7264,-1.09671310608854,3.35223053093063,2,10,17,5,28.6666660308838,-1.09780917000001
1.91593319298978,2.31666666666667,1.945,0,0,0,0,-0.989689963333329,8.06122201951167,225,111,8,3,34.6666679382324,-0.891242320000004
1.08606703705123,2.2875,1.148,0,0,0,0,-0.367334129784482,3.75864358584972,194,212,9,4,29,-1.89423918
1.67635785046269,2.61333333333333,1.68333333333333,0,0,0,0,-0.335837534166666,6.27586988840545,225,111,10,3,23.25,-0.0594481999999914
1.91753210006356,2.55,1.9275,5,1,1,0,-0.42483042375,7.47802425986908,136,211,6,1,34.5,0.636751610000033
2.26203917030956,3.44,2.29333333333333,1,1,1,1.0804,-0.645526088281248,5.63345836309902,12,199,8,1,41.5,2.25400789
2.17230121073199,2.82,2.23333333333333,3,1,1,0,-1.58664204444444,3.15333729468489,227,100,9,2,18,-0.330466829999977
1.12901588859612,2.5975,1.2025,0,0,0,0,-0.367334129784482,3.75864358584972,194,212,16,4,29,1.34179487999999
0.929999999999999,2.61333333333333,0.93,1,1,1,0,0,1.03349416447465,194,101,10,3,11,-0.286824949999996
1.94536798690796,2.465,1.95571428571429,0,0,0,0.4546,-0.358273598988095,4.7055831224057,216,221,18,6,32,-1.4663639
1.81062417518751,2.518,1.86714285714286,0,0,0,0,-0.322186554166667,8.53073446605913,191,111,17,5,45.1666679382324,-1.43389343999999
1.83415564493009,2.5975,1.8375,0,0,0,0,-0.0214271649999995,8.91063444457212,187,101,16,4,29.25,0.255712130000006
2.09507538418998,2.82,2.1,0,0,0,0,-0.0509250350000023,11.1895753690327,139,101,9,2,41.75,1.04931441000002
2.14138613654524,2.518,2.145,0,0,0,0.8049,-0.370041921214284,4.14249145145341,15,100,17,5,17.2000007629395,-1.37299142999996
2.1,2.61333333333333,2.1,0,0,0,0,-0.823263468750003,6.33449453729291,11,101,10,3,49,0.632336320000007
1.62235700765862,2.518,1.6225,0,0,0,0,-0.156632639999998,3.80386617646166,139,110,17,5,15.75,-0.921935229999974
1.79032745790267,2.2875,1.815,7,1,1,0,-0.656446584791667,10.7774210073278,225,110,9,4,41,-2.44429891999994
1.87865605798873,2.465,1.87923076923077,0,0,0,0,-0.375777765909091,8.79170756662585,12,111,18,6,29.2272720336914,-1.34841160000008
1.82108397202328,2.82,1.82111111111111,7,1,1,0,-0.146218315227272,7.8296182941277,12,110,9,2,28.2727279663086,-0.0427490199999738
1.6948171573159,2.82,1.74245614035088,2,1,1,0,-0.340037566893944,8.04117888385412,55,212,9,2,47.2727279663086,0.261940379999942
1.66271720578065,2.5975,1.84,6,1,1,0,-0.828231601428574,9.24637026207403,148,100,16,4,53.7142868041992,0.0663539900000387
1.12901588859612,2.5975,1.2025,0,0,0,0,-0.367334129784482,3.75864358584972,194,212,16,4,29,0.829810020000011
1.63792827634199,2.2,1.73333333333333,7,1,1,0,-0.734143933750001,8.00093019436466,71,211,1,1,40.5,0.141137279999953
1.59678167973142,2.61333333333333,1.6,9,1,1,0,-0.120116481666666,5.87783174269131,139,100,10,3,28.75,-0.316176219999988
2.08583467185094,2.5975,2.2375,0,0,0,0,-1.90512724479167,6.31789221462333,166,98,16,4,19,-1.22145440999998
2.29209248951748,2.61333333333333,2.29285714285714,0,0,0,0,-0.207995190000001,12.1647390827848,140,211,10,3,70,0.0740100099999949
1.96291857781981,2.518,1.96666666666667,0,0,0,0.8982,0.0289045415625004,1.90381613020735,164,111,17,5,10.75,-2.25836149999998
1.62178447379218,2.5975,1.6225,0,0,0,0,-0.20014775833333,6.9347572639838,221,110,16,4,28,-0.759291320000017
1.65405426756314,2.61333333333333,1.79857142857143,1,1,1,0.7095,-0.549950390285713,1.98162275591382,69,111,10,3,16.6000003814697,-0.376580100000012
1.80742309466879,2.518,1.84375,6.5,2,2,0,-0.658338614687499,6.12275217254164,121,212,17,5,21.25,-1.79421380000008
2.15861965992477,2.5975,2.17666666666667,2,1,1,0.5262,-0.59828707601852,6.62290493103995,12,1,16,4,41.7777786254883,0.744065830000011
1.49613512936172,2.82,1.578125,4.5,2,2,0,-0.637904126666668,5.85635044439147,62,212,9,2,32,-1.4106827
1.62178447379218,3.44,1.6225,7,2,2,0,-0.20014775833333,6.9347572639838,221,100,8,1,28,-1.87823811000001
1.61048267573495,2.61333333333333,1.615,9,1,1,0,-0.338448328649427,6.00293289643234,225,211,10,3,23.75,-1.48478240000003
1.85316497796537,2.61333333333333,1.87,0,0,0,0,-0.3436161775,11.9846455694264,225,210,10,3,41.75,-0.0928952200000026
1.83189974007574,2.518,1.95882352941177,8,1,1,1.1482,-1.73705020944444,5.52945391731704,62,101,17,5,36.2222213745117,-0.078620839999985
1.31778418853791,2.27,1.41,0,0,0,0.5318,-0.115840376799569,2.52231096236212,11,208,10,5,18.75,-2.57615917999999
1.61958952565701,2.5975,1.64,6,1,1,0,-0.522484540000001,7.27077816445266,221,221,16,4,46.5,-1.28733643999999
1.30888782660786,2.465,1.384,0,0,0,0,-0.648111144999999,4.33148807273375,63,111,18,6,35,-2.32880128000002
2.12607268564472,2.27,2.14666666666667,0,0,0,0.6243,-0.0607200337152752,6.33840449707493,1,108,10,5,36.6666679382324,-2.30657550000001
2.1859808334888,2.61333333333333,2.186,0,0,0,0.6647,-0.303892785000002,11.0279316910238,58,122,10,3,47.3333320617676,0.0913481100000126
2.36811701968354,2.2,2.37625,3,1,1,1.2161,-0.0757348896041818,3.65338013761741,14,10,1,1,26.3999996185303,0.686900610000009
1.46977941499371,2.518,1.54,0,0,0,0,-0.397966761666667,2.60905835782013,141,101,17,5,16,-2.01421414000004
1.69407162231612,2.82,1.71,9,2,2,0,-0.432556270000003,6.15704402805384,223,110,9,2,29.25,-1.91192059999997
2.20087109249015,2.2875,2.23,1,1,1,2.5289,-0.886495574285713,4.54356390298204,126,101,9,4,29.8571434020996,-0.696007989999998
1.63573516668062,2.82,1.70666666666667,0,0,0,0,-0.659990643333332,8.6331867033057,63,122,9,2,53.5,0.513530070000002
1.88387897700463,2.27,1.895,0,0,0,0.5846,-0.560740005000003,5.63623950291692,216,210,10,5,50,-1.28990677
1.57461106308828,2.82,1.575,5,2,2,0,-0.433889631666666,3.42028743429853,139,1,9,2,15.25,-1.00163000999999
1.74761142627946,2.61333333333333,1.75272727272727,5,1,1,0,-0.557532025454546,5.23237272161346,72,101,10,3,18.9090900421143,0.404829599999971
2.03070634302363,2.27,2.0636,0,0,0,0.9033,-0.284325153472222,7.12352240035435,60,211,10,5,42.3333320617676,-1.62763593
1.54228389449102,2.82,1.5575,5,1,1,0,-0.430600775000002,4.55327419431136,38,102,9,2,21,0.31131737000004
0.930000000000001,2.55,0.93,3,2,2,0,-0.0145393060344827,2.54876866297446,194,100,6,1,20.25,2.73475526
1.85198340826556,2.518,1.8525,0,0,0,0,-0.291688130238095,8.76646806093087,123,212,17,5,29.25,-1.53066744
1.27279220613579,2.2875,1.31,0,0,0,0,-0.512651260000002,7.02822483891751,221,110,9,4,50.5,-1.90536871
1.39532405031062,2.2875,1.52684210526316,2,1,1,0.8684,-0.499863119613095,2.128535623621,19,211,9,4,13,-1.98853829000001
1.97413446857102,2.465,1.993,0,0,0,0,-0.823905626875002,7.79914166119093,146,211,18,6,29.625,-1.63969766000002
2.18734806826318,2.518,2.2175,0,0,0,0.7056,-0.698374760156248,4.41315815257741,122,211,17,5,23,0.29063690000001
2.06324986368592,2.27,2.115,0,0,0,2.0338,-0.961678672031251,4.14165224561266,186,212,10,5,23,-1.87290278
1.87338647843314,2.518,1.9075,0,0,0,0,-0.823263468750003,6.33449453729291,11,12,17,5,49,-1.04867823000001
1.76749145394018,2.82,1.87222222222222,0,0,0,4.7789,-0.298890612083333,2.35253578158251,62,221,9,2,12,1.58417864000006
1.60364980702582,2.27,1.604,0,0,0,0,-0.343883967916668,4.15474648395369,123,111,10,5,17.75,-2.81240127000001
1.8810131898314,2.31666666666667,1.9,9.66666666666667,3,3,0,-0.853188988888891,10.3330657382484,46,121,8,3,37.3333320617676,-1.39977512000007
1.87746139274364,2.5975,2.03181818181818,1,1,1,2.0504,-1.68429713,3.50960377828773,11,121,16,4,24.5714282989502,-0.0431480199999896
1.87271742397447,2.5975,1.90628571428571,0,0,0,0.8979,-0.585864777058823,5.12005611897308,5,102,16,4,42.7058830261231,0.824069500000007
1.81,3.44,1.81,1,1,1,0,0.12798926,6.5343258182491,139,101,8,1,31,0.149916500000003
1.55589202710214,2.82,1.57,8,2,2,0,-0.550791122499998,5.93445323882955,123,1,9,2,35,-2.24357158000001
1.81,2.5975,1.81,2,1,1,0,0.0113091824999997,5.80942660381838,63,201,16,4,31,0.0125874000000294
2.18,2.61333333333333,2.18,0,0,0,0.2238,-0.440812631250001,5.28073931799474,186,101,10,3,32,-0.082057490000011
1.57970695538272,2.5975,1.612,9.5,2,2,0,-0.533342354999996,11.8243834343882,193,212,16,4,60.1111106872559,-1.81187033000003
1.87681156938531,2.465,1.885,0,0,0,0.2095,-0.235669520000002,7.99856089348022,118,101,18,6,47.75,-1.08858111000001
1.62403412861579,2.61333333333333,1.73422222222222,4,1,1,0.1687,-1.0303039755,4.19255051621283,13,221,10,3,27.7999992370605,0.693613610000057
2.505952935795,2.518,2.50857142857143,1,1,1,1.2238,-0.701672088749998,6.28822805712607,11,111,17,5,49,-2.12450740999998
2.16447975958713,2.82,2.175,1,1,1,0,-0.19775142851563,7.73459602951188,160,111,9,2,61.5,1.81310419
1.52311490102749,2.55,1.532,6,1,1,0,-0.582904893333333,3.92513755310429,227,100,6,1,21.6666660308838,0.463318639999983
1.83829170130932,2.82,1.905,9,2,2,0,-0.952338587399997,10.9764512726636,39,11,9,2,50.2000007629395,-1.43008680999992
1.12901588859612,2.55,1.2025,2,2,2,0,-0.351653839784483,4.22145768540247,225,100,6,1,29,2.40544801999999
1.79692806551317,2.518,1.80285714285714,0,0,0,0,-0.490064431666666,7.14810074000599,164,221,17,5,23,-1.82002719999997
2.00274811197015,2.61333333333333,2.005,0,0,0,0,-0.190416212500001,7.17004388591781,166,101,10,3,40,-0.164997719999974
2.1137334956982,2.82,2.31,6,2,2,0,-0.745383129,4.40359091070475,25,12,9,2,16.6000003814697,-0.932790390000036
1.32923949113841,2.5975,1.45,8,1,1,0,-0.605112284999999,5.91111858461722,63,210,16,4,42,-1.74473602999998
2.49382004250476,2.2,2.49666666666667,0,0,0,0.0830000000000001,-0.621291593333334,6.30863136482236,140,112,1,1,38,1.59447921
1.28452325786651,2.2875,1.325,0,0,0,0,-0.24007293,3.48354209252135,51,11,9,4,25,-2.18463474000001
1.86068028468431,2.55,2.06944444444444,1,1,1,0,-0.59296741939453,3.6779739734584,5,120,6,1,30.25,1.78412634000003
1.91023835918569,2.55,1.92,7,1,1,0.2095,-0.235669520000002,7.99856089348022,118,110,6,1,47.75,0.516781300000019
1.59277374271415,2.518,1.74,5,1,1,0,-0.461287166666665,12.9853743440107,227,210,17,5,55.6666679382324,-1.01845082
1.72812407401159,2.518,1.76875,8,1,1,0,-0.612925122500002,10.8976722367961,63,111,17,5,61.5,-1.40042500999999
1.28452325786651,2.2875,1.325,2,1,1,0,-0.24007293,3.48354209252135,51,21,9,4,25,-1.18280039
2.00659655216264,2.465,2.03666666666667,0,0,0,0,-0.356156548437501,5.68915294258525,58,21,18,6,44,-1.47943775000005
1.20157016680629,2.2875,1.40666666666667,0,0,0,2.3201,-1.2475660384375,1.79720207513612,225,221,9,4,18,-1.91911246000001
1.29663825697417,2.518,1.39333333333333,0,0,0,0,-1.3023263253125,3.33291525741993,193,211,17,5,24.875,-1.44023983000002
1.78339650803073,2.518,1.8875,6,1,1,0,-0.373467988333334,9.20337034271262,191,212,17,5,44.6666679382324,-0.762146439999981
1.12996258810763,2.518,1.185,0,0,0,0,-0.0819985799999987,2.59138588872226,225,221,17,5,20.5,-2.58157048000001
1.78228639204005,2.518,1.93,0,0,0,0,-1.25580984876847,3.01547110183495,6,100,17,5,17.2857151031494,-0.593856089999974
2.08448685755152,2.2,2.08461538461538,1,1,1,0,-0.342859593999998,5.91421904864176,12,210,1,1,51.5999984741211,0.473470590000005
2.22731940098827,3.44,2.27333333333333,6,2,2,0,-0.945020401428571,3.89973623400802,12,199,8,1,19.4285717010498,0.280073730000026
1.4346677795274,2.61333333333333,1.50333333333333,1,1,1,0,-0.100602567916667,7.74166410164688,225,111,10,3,55.75,-0.0862468299999932
2.48606388132837,2.465,2.49,0,0,0,1.2576,-0.899933088541665,4.89259088370912,156,212,18,6,32.6666679382324,-1.61374751999995
1.39221350192012,2.2,1.578,0,0,0,0.4942,-1.00011789078125,3.36250302513328,194,100,1,1,22.5,0.020081189999999
1.77615762598405,2.61333333333333,1.804,0,0,0,0,-0.835451787083336,11.0239910155507,225,221,10,3,41,-0.0875059999999621
1.71621252154718,2.2875,1.7295652173913,1,1,1,0,-0.298053397738093,4.28432575099586,15,111,9,4,18.5238094329834,-2.10204170999998
2.2,2.55,2.2,4,1,1,0,-0.494893471994047,9.89862845749449,62,101,6,1,38.25,1.40996579
1.54946217899916,2.55,1.64333333333333,1,2,2,0,-0.212742679375005,10.5641231167641,194,192,6,1,62.75,2.6356307
1.74355957741627,2.2875,2.02,4.5,4,4,2.193,-0.892928819166668,2.58877836136053,107,101,9,4,9.3333330154419,0.557633369999962
2.32085526367266,2.61333333333333,2.33666666666667,0,0,0,1.17,-0.6570485404375,7.15697522239122,62,12,10,3,50,-0.407509899999979
1.76921649025356,2.518,1.8,6,1,1,0,-0.110103310000001,6.70804303150844,191,102,17,5,27.5,-1.19335494000003
1.91468215116379,2.82,1.98739130434783,6,1,1,0,-0.998682875570173,9.89253296402256,11,111,9,2,42.1578941345215,0.391100170000072
2.03756573097674,2.27,2.04,0,0,0,0,-0.184880161666664,7.79256280113331,58,212,10,5,43.6666679382324,-2.55718873000001
1.99749843554382,2.465,2,0,0,0,0,-0.0842046275000001,6.70541752616581,59,100,18,6,40.5,-1.51344140000001
1.78348747600148,2.82,1.79714285714286,11,1,1,0,-0.169023485895721,11.2915758150175,194,100,9,2,38.25,-0.440945739999961
1.69081926914713,2.5975,1.70166666666667,6,1,1,0,-0.113242641538462,3.2687088784686,204,110,16,4,15.2307691574097,-1.38700355999998
2.29140977302116,2.55,2.31533333333333,2.66666666666667,3,3,0.0465999999999997,-0.566941185416666,4.3790983713057,43,111,6,1,23,0.141788459999986
1.74483610095049,2.31666666666667,1.84285714285714,3,1,1,0,-0.672550836875001,4.68373335355513,2,121,8,3,29.75,-1.15616152999996
1.66422262153679,2.2875,1.668,1,1,1,0,-0.230098709642858,5.16602306215944,63,112,9,4,21.8571434020996,-1.85705845000007
1.39857276112823,2.82,1.63411764705882,2,2,2,0.644,-0.950030974937499,3.37234520865967,36,210,9,2,28,0.445398990000001
1.81,2.518,1.81,1,1,1,0,0.100168061666667,6.48116349370907,220,111,17,5,31,-0.236237149999994
1.95184310858055,2.518,2.036,4,1,1,1.7907,-1.59069392703125,4.29863761588664,19,122,17,5,25,-0.562493270000005
1.83630557064957,2.2875,1.84029411764706,0,0,0,0,-0.106053192241375,17.1344627078457,217,210,9,4,64.3103485107422,-1.89253273000008
2.30046272664275,2.2875,2.30111111111111,2,1,1,0,-0.207995190000001,12.1647390827848,140,210,9,4,70,-1.46553434999998
1.73642724871676,2.465,1.74,0,0,0,0,-0.142332308750001,6.79323697434851,223,211,18,6,21.5,-2.06464176999998
2.40175043833005,2.61333333333333,2.41666666666667,0,0,0,0,-0.560961066607141,5.61200795201078,227,110,10,3,26.1428565979004,-0.415766899999994
2.03032325977175,2.31666666666667,2.05666666666667,5,2,2,0,-0.75071077749999,16.8261035948125,140,102,8,3,61.75,-1.20326078999994
2.32035532298127,2.5975,2.331,0,0,0,0.871799999999999,-0.670015777604166,7.62135481517524,198,111,16,4,37.3333320617676,0.241956629999976
2.23180368782522,2.5975,2.2325,0,0,0,0,-0.303110330000003,12.8786596035237,221,221,16,4,55,-0.398722899999996
2.08416643109517,2.82,2.146,4,1,1,0,-1.26958341956018,5.60844984398007,87,100,9,2,27.3333339691162,1.11431462000002
1.37113883233393,2.518,1.49021276595745,6,1,1,0,-0.910759901333336,6.74550803454584,148,209,17,5,43.2000007629395,-0.688609769999971
1.85148265923254,2.465,2.10117647058824,0,0,0,0,-0.781616389444445,4.84595713092529,2,191,18,6,20.4444446563721,-2.06525032000002
2.05624787962521,2.518,2.0675,0,0,0,0,-0.426771296875,15.148442177125,225,100,17,5,54,-0.777457789999971
1.85378123891523,2.61333333333333,1.85444444444444,0,0,0,0,-0.423785574,8.00056088249387,164,210,10,3,29.7999992370605,-0.015802960000002
1.62519947058279,2.518,1.63,8,1,1,0,-0.471635715416666,6.31891950119205,123,111,17,5,26.5,-1.43438245999999
2.05512646824574,3.44,2.06,5,2,2,0,-0.33454277625,10.3670169002905,123,111,8,1,42.75,1.03105645999997
1.84065205837497,2.82,1.87,10,1,1,0,-0.480634840833336,7.99869245822568,221,210,9,2,34,-0.681053340000005
1.71909771346928,2.82,1.79,1,2,2,0,-0.290424177126436,4.58651601505883,186,101,9,2,37.3333320617676,-0.125676820000009
2.15926415263947,2.465,2.17666666666667,0,0,0,0,-0.212796636354165,7.12168772096873,156,101,18,6,37.6666679382324,-1.58159520999999
1.6802253099177,2.2875,1.80666666666667,3,1,1,0,-1.22344889599206,7.89124052002162,187,212,9,4,43.6666679382324,-2.33269297999993
1.47173367155882,2.2875,1.615,6,1,1,0,-1.22344889599206,7.89124052002162,187,100,9,4,43.6666679382324,-2.16049798999998
1.99466947364198,2.465,2.07071428571429,0,0,0,0,-0.745730392883596,14.1800132285147,205,210,18,6,59.5555572509766,-1.97472955000001
1.45604770833671,2.465,1.53142857142857,0,0,0,0,-0.211443,6.67040541705275,229,100,18,6,39.6363639831543,-1.59836124000002
2.06761691543262,2.518,2.10083333333333,1,1,1,0.1504,-0.5609965503125,5.77757095944593,58,122,17,5,42.5714302062988,-0.545795720000001
1.12223549409326,2.518,1.156,0,0,0,0,-0.417590735909091,2.99420797610918,2,108,17,5,27.9090900421142,-1.93409346000001
2.02274017167765,3.44,2.09636363636364,3,1,1,0.9331,-1.61594787833332,5.59073709680138,194,212,8,1,33.5,1.99513852000001
1.90185366005331,2.465,2.06,0,0,0,0,-0.896729785546876,4.26114915239493,15,99,18,6,32.75,-1.31846752999996
1.83923664775364,2.2875,1.85333333333333,6,2,2,0,-0.438116803888889,7.11998730773075,129,1,9,4,35,-1.80574273000002
2.06324986368592,2.61333333333333,2.115,0,0,0,2.0639,-0.960641818072916,4.13862744664534,160,102,10,3,23,-0.0693679600000223
1.59660947585293,2.5975,1.638,6,1,1,0,-1.01684129625,7.31755282828542,62,102,16,4,46,-1.07333788
2.03694017766161,2.5975,2.04,0,0,0,0,-0.376806454999998,8.80395619837088,5,101,16,4,48.3333320617676,0.225017579999985
1.62207918180726,2.55,1.648,10.2,5,5,0,-0.288362473333336,12.0818368780559,227,210,6,1,42,-2.05627153
1.3098129450956,2.31666666666667,1.31,7,1,1,0,0.013863182499989,10.6853719845459,194,211,8,3,59.25,-1.01705701999998
1.99515493883582,2.31666666666667,2,4,1,1,0,-0.540359896666667,8.98482379484517,225,111,8,3,35,-1.04683410000001
1.59245271161678,2.5975,1.77285714285714,2,1,1,0,-0.88986404514757,2.68285491773074,107,101,16,4,15.75,0.0602278999999725
1.24541479305226,2.518,1.41666666666667,0,0,0,2.2703,-0.328514086690615,4.02131749306235,127,111,17,5,24,-1.69622453
1.11622446930421,2.27,1.18,0,0,0,0,0.0540586437500003,2.77595679908079,139,212,10,5,20,-2.62046536999999
1.80049224754852,2.31666666666667,1.81,5,1,1,0,-0.0250362922222251,5.97556550535159,22,122,8,3,23,-0.612254700000108
2.16629919922591,2.5975,2.20888888888889,0,0,0,0.4043,-0.893910055818965,3.67163139943416,15,110,16,4,21.5714282989502,-0.0842784000000165
1.78250579081581,2.518,1.84,5,1,1,0,-0.858367934999999,15.5545320261125,225,221,17,5,66.25,-1.90381141000012
1.67499638040806,2.465,1.684,0,0,0,0,-0.518699978333334,8.17421941724445,221,221,18,6,32.5,-2.09292755000001
1.65097325240234,2.518,1.66857142857143,0,0,0,0,-0.456915541818184,5.79694754070871,72,10,17,5,22.3636360168457,-1.31478999000012
1.47593507551801,2.5975,1.62,0,0,0,0.5752,-0.863097973000001,4.00606666108958,62,110,16,4,38.7999992370605,-0.0394283400000006
1.89183495260883,2.31666666666667,1.94,1,1,1,1.9545,-0.754471276481485,6.33835157603132,9,109,8,3,44.6666679382324,-0.64262973000001
1.71605606900675,2.27,1.7525,0,0,0,0,-0.6346373975,5.48390048784344,62,112,10,5,31.1666660308838,-2.44380588000001
1.85304198820147,2.465,1.85333333333333,0,0,0,0,-0.35604539875,6.62914437487035,193,111,18,6,21.5,-1.56206313000001
